ID_Stasiun,Nama_Stasiun,Lokasi
ST00583,Stasiun Semarang,Kota Administrasi Jakarta Timur
ST00584,Stasiun Tidore Kepulauan,Pematangsiantar
ST00585,Stasiun Cimahi,Pontianak
ST00586,Stasiun Bekasi,Palembang
ST00587,Stasiun Padang Sidempuan,Metro
ST00588,Stasiun Pariaman,Pekanbaru
ST00589,Stasiun Yogyakarta,Parepare
ST00590,Stasiun Pematangsiantar,Lhokseumawe
ST00591,Stasiun Tegal,Pekalongan
ST00592,Stasiun Pekalongan,Kota Administrasi Jakarta Selatan
ST00593,Stasiun Pontianak,Pekanbaru
ST00594,Stasiun Madiun,Palembang
ST00595,Stasiun Tanjungbalai,Bitung
ST00596,Stasiun Kotamobagu,Sorong
ST00597,Stasiun Parepare,Parepare
ST00598,Stasiun Cimahi,Salatiga
ST00599,Stasiun Pangkalpinang,Prabumulih
ST00600,Stasiun Mataram,Pagaralam
ST00601,Stasiun Magelang,Batam
ST00602,Stasiun Palangkaraya,Sibolga
ST00603,Stasiun Batam,Dumai
ST00604,Stasiun Serang,Kediri
ST00605,Stasiun Bima,Bima
ST00606,Stasiun Tangerang Selatan,Banjar
ST00607,Stasiun Surakarta,Yogyakarta
ST00608,Stasiun Kota Administrasi Jakarta Selatan,Kediri
ST00609,Stasiun Pagaralam,Bima
ST00610,Stasiun Payakumbuh,Cirebon
ST00611,Stasiun Bau-Bau,Solok
ST00612,Stasiun Tidore Kepulauan,Surakarta
ST00613,Stasiun Metro,Bengkulu
ST00614,Stasiun Sungai Penuh,Tegal
ST00615,Stasiun Langsa,Singkawang
ST00616,Stasiun Tanjungpinang,Pematangsiantar
ST00617,Stasiun Bima,Sungai Penuh
ST00618,Stasiun Kota Administrasi Jakarta Utara,Kota Administrasi Jakarta Selatan
ST00619,Stasiun Banjar,Langsa
ST00620,Stasiun Batam,Sorong
ST00621,Stasiun Balikpapan,Bandung
ST00622,Stasiun Balikpapan,Sungai Penuh
ST00623,Stasiun Kendari,Kediri
ST00624,Stasiun Pontianak,Bau-Bau
ST00625,Stasiun Tebingtinggi,Lubuklinggau
ST00626,Stasiun Sibolga,Kupang
ST00627,Stasiun Sorong,Purwokerto
ST00628,Stasiun Sibolga,Probolinggo
ST00629,Stasiun Batu,Parepare
ST00630,Stasiun Palembang,Bandar Lampung
ST00631,Stasiun Surabaya,Banjarbaru
ST00632,Stasiun Kota Administrasi Jakarta Utara,Binjai
ST00633,Stasiun Meulaboh,Palangkaraya
ST00634,Stasiun Meulaboh,Tasikmalaya
ST00635,Stasiun Parepare,Padangpanjang
ST00636,Stasiun Sukabumi,Payakumbuh
ST00637,Stasiun Makassar,Langsa
ST00638,Stasiun Ambon,Bandung
ST00639,Stasiun Prabumulih,Balikpapan
ST00640,Stasiun Batam,Padangpanjang
ST00641,Stasiun Tanjungbalai,Denpasar
ST00642,Stasiun Bitung,Singkawang
ST00643,Stasiun Meulaboh,Ambon
ST00644,Stasiun Sawahlunto,Lhokseumawe
ST00645,Stasiun Kota Administrasi Jakarta Barat,Padang Sidempuan
ST00646,Stasiun Jayapura,Malang
ST00647,Stasiun Lhokseumawe,Bandung
ST00648,Stasiun Bandung,Semarang
ST00649,Stasiun Bontang,Serang
ST00650,Stasiun Blitar,Cimahi
ST00651,Stasiun Kediri,Blitar
ST00652,Stasiun Parepare,Kota Administrasi Jakarta Selatan
ST00653,Stasiun Makassar,Bukittinggi
ST00654,Stasiun Padangpanjang,Sukabumi
ST00655,Stasiun Tanjungbalai,Banjar
ST00656,Stasiun Makassar,Pariaman
ST00657,Stasiun Lhokseumawe,Subulussalam
ST00658,Stasiun Pagaralam,Binjai
ST00659,Stasiun Tanjungpinang,Tegal
ST00660,Stasiun Tangerang,Pariaman
ST00661,Stasiun Pagaralam,Padangpanjang
ST00662,Stasiun Payakumbuh,Metro
ST00663,Stasiun Tangerang,Prabumulih
ST00664,Stasiun Yogyakarta,Surakarta
ST00665,Stasiun Mataram,Surabaya
ST00666,Stasiun Bekasi,Magelang
ST00667,Stasiun Balikpapan,Kotamobagu
ST00668,Stasiun Bengkulu,Depok
ST00669,Stasiun Palu,Sawahlunto
ST00670,Stasiun Bima,Pontianak
ST00671,Stasiun Tanjungpinang,Kediri
ST00672,Stasiun Tual,Singkawang
ST00673,Stasiun Magelang,Bandung
ST00674,Stasiun Padangpanjang,Bengkulu
ST00675,Stasiun Bekasi,Samarinda
ST00676,Stasiun Cimahi,Tanjungbalai
ST00677,Stasiun Madiun,Mataram
ST00678,Stasiun Palopo,Singkawang
ST00679,Stasiun Bukittinggi,Tarakan
ST00680,Stasiun Manado,Sungai Penuh
ST00681,Stasiun Kota Administrasi Jakarta Utara,Purwokerto
ST00682,Stasiun Tegal,Sabang
ST00683,Stasiun Sungai Penuh,Binjai
ST00684,Stasiun Lhokseumawe,Depok
ST00685,Stasiun Pekalongan,Sibolga
ST00686,Stasiun Pariaman,Surabaya
ST00687,Stasiun Binjai,Depok
ST00688,Stasiun Kota Administrasi Jakarta Barat,Semarang
ST00689,Stasiun Bandung,Meulaboh
ST00690,Stasiun Serang,Kotamobagu
ST00691,Stasiun Medan,Kota Administrasi Jakarta Selatan
ST00692,Stasiun Balikpapan,Makassar
ST00693,Stasiun Kupang,Depok
ST00694,Stasiun Bukittinggi,Sukabumi
ST00695,Stasiun Bandar Lampung,Palopo
ST00696,Stasiun Pekalongan,Pasuruan
ST00697,Stasiun Jambi,Pagaralam
ST00698,Stasiun Pontianak,Sabang
ST00699,Stasiun Palembang,Sawahlunto
ST00700,Stasiun Metro,Pangkalpinang
ST00701,Stasiun Banjar,Bitung
ST00702,Stasiun Bima,Palangkaraya
ST00703,Stasiun Sawahlunto,Gorontalo
ST00704,Stasiun Tidore Kepulauan,Kota Administrasi Jakarta Selatan
ST00705,Stasiun Pekalongan,Cimahi
ST00706,Stasiun Meulaboh,Sungai Penuh
ST00707,Stasiun Bukittinggi,Tidore Kepulauan
ST00708,Stasiun Sukabumi,Bima
ST00709,Stasiun Medan,Mataram
ST00710,Stasiun Jayapura,Probolinggo
ST00711,Stasiun Mataram,Tanjungbalai
ST00712,Stasiun Langsa,Bengkulu
ST00713,Stasiun Magelang,Kupang
ST00714,Stasiun Batu,Tidore Kepulauan
ST00715,Stasiun Banda Aceh,Bandar Lampung
ST00716,Stasiun Ambon,Kota Administrasi Jakarta Barat
ST00717,Stasiun Surabaya,Surabaya
ST00718,Stasiun Madiun,Pangkalpinang
ST00719,Stasiun Pontianak,Jayapura
ST00720,Stasiun Kota Administrasi Jakarta Utara,Purwokerto
ST00721,Stasiun Tanjungpinang,Pagaralam
ST00722,Stasiun Tasikmalaya,Bontang
ST00723,Stasiun Tebingtinggi,Sukabumi
ST00724,Stasiun Tegal,Pekalongan
ST00725,Stasiun Kupang,Sorong
ST00726,Stasiun Pangkalpinang,Parepare
ST00727,Stasiun Bau-Bau,Gorontalo
ST00728,Stasiun Blitar,Pasuruan
ST00729,Stasiun Tangerang Selatan,Padang
ST00730,Stasiun Palangkaraya,Pagaralam
ST00731,Stasiun Kota Administrasi Jakarta Pusat,Sawahlunto
ST00732,Stasiun Singkawang,Bekasi
ST00733,Stasiun Depok,Bogor
ST00734,Stasiun Bandar Lampung,Cirebon
ST00735,Stasiun Tarakan,Pangkalpinang
ST00736,Stasiun Palu,Jambi
ST00737,Stasiun Pekanbaru,Meulaboh
ST00738,Stasiun Blitar,Tidore Kepulauan
ST00739,Stasiun Tanjungpinang,Yogyakarta
ST00740,Stasiun Bogor,Magelang
ST00741,Stasiun Cilegon,Banjarmasin
ST00742,Stasiun Manado,Sabang
ST00743,Stasiun Tarakan,Malang
ST00744,Stasiun Dumai,Kediri
ST00745,Stasiun Balikpapan,Sungai Penuh
ST00746,Stasiun Salatiga,Makassar
ST00747,Stasiun Pagaralam,Parepare
ST00748,Stasiun Bau-Bau,Kota Administrasi Jakarta Pusat
ST00749,Stasiun Pematangsiantar,Tarakan
ST00750,Stasiun Tangerang Selatan,Bandung
ST00751,Stasiun Bontang,Jambi
ST00752,Stasiun Tomohon,Jambi
ST00753,Stasiun Gorontalo,Jambi
ST00754,Stasiun Tasikmalaya,Tangerang
ST00755,Stasiun Magelang,Cilegon
ST00756,Stasiun Pangkalpinang,Sungai Penuh
ST00757,Stasiun Palopo,Pagaralam
ST00758,Stasiun Palopo,Kupang
ST00759,Stasiun Sungai Penuh,Tual
ST00760,Stasiun Palu,Payakumbuh
ST00761,Stasiun Bima,Sukabumi
ST00762,Stasiun Tangerang,Tebingtinggi
ST00763,Stasiun Kota Administrasi Jakarta Barat,Cirebon
ST00764,Stasiun Binjai,Pekanbaru
ST00765,Stasiun Ternate,Malang
ST00766,Stasiun Blitar,Batu
ST00767,Stasiun Sungai Penuh,Metro
ST00768,Stasiun Manado,Kota Administrasi Jakarta Timur
ST00769,Stasiun Mojokerto,Tarakan
ST00770,Stasiun Lhokseumawe,Tasikmalaya
ST00771,Stasiun Makassar,Mataram
ST00772,Stasiun Lubuklinggau,Salatiga
ST00773,Stasiun Kediri,Blitar
ST00774,Stasiun Kota Administrasi Jakarta Utara,Subulussalam
ST00775,Stasiun Surakarta,Prabumulih
ST00776,Stasiun Ternate,Bau-Bau
ST00777,Stasiun Lhokseumawe,Palopo
ST00778,Stasiun Tidore Kepulauan,Tangerang Selatan
ST00779,Stasiun Pagaralam,Jambi
ST00780,Stasiun Cimahi,Langsa
ST00781,Stasiun Bukittinggi,Sungai Penuh
ST00782,Stasiun Tarakan,Padangpanjang
ST00783,Stasiun Cimahi,Sukabumi
ST00784,Stasiun Sabang,Madiun
ST00785,Stasiun Serang,Tanjungbalai
ST00786,Stasiun Surakarta,Gorontalo
ST00787,Stasiun Cilegon,Bengkulu
ST00788,Stasiun Mojokerto,Bau-Bau
ST00789,Stasiun Tangerang Selatan,Palangkaraya
ST00790,Stasiun Bandung,Pematangsiantar
ST00791,Stasiun Pagaralam,Kota Administrasi Jakarta Barat
ST00792,Stasiun Tanjungpinang,Purwokerto
ST00793,Stasiun Pangkalpinang,Surabaya
ST00794,Stasiun Cilegon,Kota Administrasi Jakarta Selatan
ST00795,Stasiun Sabang,Subulussalam
ST00796,Stasiun Sabang,Malang
ST00797,Stasiun Surakarta,Bima
ST00798,Stasiun Surakarta,Kota Administrasi Jakarta Pusat
ST00799,Stasiun Pagaralam,Kendari
ST00800,Stasiun Pekalongan,Kota Administrasi Jakarta Selatan
ST00801,Stasiun Pontianak,Cirebon
ST00802,Stasiun Yogyakarta,Payakumbuh
ST00803,Stasiun Palangkaraya,Banjar
ST00804,Stasiun Tomohon,Bekasi
ST00805,Stasiun Palangkaraya,Kendari
ST00806,Stasiun Ternate,Bandar Lampung
ST00807,Stasiun Probolinggo,Makassar
ST00808,Stasiun Tanjungpinang,Sibolga
ST00809,Stasiun Pematangsiantar,Bontang
ST00810,Stasiun Banda Aceh,Kotamobagu
ST00811,Stasiun Padang,Sawahlunto
ST00812,Stasiun Kota Administrasi Jakarta Utara,Palangkaraya
ST00813,Stasiun Magelang,Bandar Lampung
ST00814,Stasiun Langsa,Cimahi
ST00815,Stasiun Sungai Penuh,Palu
ST00816,Stasiun Ternate,Kota Administrasi Jakarta Utara
ST00817,Stasiun Tangerang,Yogyakarta
ST00818,Stasiun Depok,Madiun
ST00819,Stasiun Salatiga,Batu
ST00820,Stasiun Tegal,Tasikmalaya
ST00821,Stasiun Pariaman,Makassar
ST00822,Stasiun Surakarta,Bitung
ST00823,Stasiun Pariaman,Cilegon
ST00824,Stasiun Pagaralam,Kotamobagu
ST00825,Stasiun Bau-Bau,Cirebon
ST00826,Stasiun Salatiga,Dumai
ST00827,Stasiun Mataram,Palu
ST00828,Stasiun Bogor,Pekalongan
ST00829,Stasiun Payakumbuh,Madiun
ST00830,Stasiun Pagaralam,Mojokerto
ST00831,Stasiun Payakumbuh,Banda Aceh
ST00832,Stasiun Lhokseumawe,Tomohon
ST00833,Stasiun Cimahi,Bandar Lampung
ST00834,Stasiun Mojokerto,Tasikmalaya
ST00835,Stasiun Manado,Mojokerto
ST00836,Stasiun Ternate,Mataram
ST00837,Stasiun Payakumbuh,Depok
ST00838,Stasiun Malang,Dumai
ST00839,Stasiun Lhokseumawe,Pariaman
ST00840,Stasiun Bitung,Cirebon
ST00841,Stasiun Surabaya,Pasuruan
ST00842,Stasiun Prabumulih,Salatiga
ST00843,Stasiun Makassar,Samarinda
ST00844,Stasiun Tebingtinggi,Palopo
ST00845,Stasiun Tasikmalaya,Padang
ST00846,Stasiun Samarinda,Kotamobagu
ST00847,Stasiun Kota Administrasi Jakarta Selatan,Banda Aceh
ST00848,Stasiun Cirebon,Bitung
ST00849,Stasiun Kota Administrasi Jakarta Selatan,Tual
ST00850,Stasiun Cilegon,Kota Administrasi Jakarta Selatan
ST00851,Stasiun Tangerang Selatan,Pekalongan
ST00852,Stasiun Mataram,Madiun
ST00853,Stasiun Magelang,Pariaman
ST00854,Stasiun Palu,Banda Aceh
ST00855,Stasiun Binjai,Pekalongan
ST00856,Stasiun Sibolga,Cimahi
ST00857,Stasiun Bitung,Banda Aceh
ST00858,Stasiun Pontianak,Balikpapan
ST00859,Stasiun Banda Aceh,Payakumbuh
ST00860,Stasiun Pontianak,Padang
ST00861,Stasiun Kota Administrasi Jakarta Timur,Pekanbaru
ST00862,Stasiun Sabang,Jambi
ST00863,Stasiun Bandar Lampung,Parepare
ST00864,Stasiun Kediri,Bukittinggi
ST00865,Stasiun Lubuklinggau,Bandar Lampung
ST00866,Stasiun Tasikmalaya,Tangerang
ST00867,Stasiun Cilegon,Probolinggo
ST00868,Stasiun Manado,Batu
ST00869,Stasiun Palopo,Kediri
ST00870,Stasiun Pariaman,Kendari
ST00871,Stasiun Kediri,Prabumulih
ST00872,Stasiun Sungai Penuh,Jayapura
ST00873,Stasiun Binjai,Kendari
ST00874,Stasiun Prabumulih,Cilegon
ST00875,Stasiun Gorontalo,Sawahlunto
ST00876,Stasiun Semarang,Palembang
ST00877,Stasiun Parepare,Balikpapan
ST00878,Stasiun Tanjungbalai,Bandar Lampung
ST00879,Stasiun Metro,Kota Administrasi Jakarta Pusat
ST00880,Stasiun Madiun,Purwokerto
ST00881,Stasiun Lhokseumawe,Surabaya
ST00882,Stasiun Lubuklinggau,Tangerang Selatan
ST00883,Stasiun Tomohon,Probolinggo
ST00884,Stasiun Surakarta,Tidore Kepulauan
ST00885,Stasiun Bekasi,Tarakan
ST00886,Stasiun Kendari,Ambon
ST00887,Stasiun Tanjungpinang,Bengkulu
ST00888,Stasiun Tanjungpinang,Bontang
ST00889,Stasiun Semarang,Parepare
ST00890,Stasiun Bekasi,Balikpapan
ST00891,Stasiun Banjarmasin,Pematangsiantar
ST00892,Stasiun Padang Sidempuan,Batam
ST00893,Stasiun Kota Administrasi Jakarta Barat,Cirebon
ST00894,Stasiun Pariaman,Bima
ST00895,Stasiun Probolinggo,Parepare
ST00896,Stasiun Salatiga,Malang
ST00897,Stasiun Sukabumi,Sungai Penuh
ST00898,Stasiun Tarakan,Cimahi
ST00899,Stasiun Padangpanjang,Gorontalo
ST00900,Stasiun Sukabumi,Tebingtinggi
ST00901,Stasiun Salatiga,Palangkaraya
ST00902,Stasiun Cirebon,Samarinda
ST00903,Stasiun Gorontalo,Kotamobagu
ST00904,Stasiun Cilegon,Tebingtinggi
ST00905,Stasiun Surabaya,Malang
ST00906,Stasiun Pasuruan,Tomohon
ST00907,Stasiun Banjar,Blitar
ST00908,Stasiun Tasikmalaya,Payakumbuh
ST00909,Stasiun Banda Aceh,Semarang
ST00910,Stasiun Kota Administrasi Jakarta Selatan,Palopo
ST00911,Stasiun Pekanbaru,Kota Administrasi Jakarta Utara
ST00912,Stasiun Purwokerto,Sukabumi
ST00913,Stasiun Manado,Pangkalpinang
ST00914,Stasiun Bandar Lampung,Tangerang
ST00915,Stasiun Sukabumi,Bima
ST00916,Stasiun Tarakan,Jayapura
ST00917,Stasiun Ternate,Pangkalpinang
ST00918,Stasiun Cirebon,Pematangsiantar
ST00919,Stasiun Prabumulih,Singkawang
ST00920,Stasiun Surabaya,Mataram
ST00921,Stasiun Pangkalpinang,Surabaya
ST00922,Stasiun Blitar,Banda Aceh
ST00923,Stasiun Prabumulih,Pariaman
ST00924,Stasiun Padang Sidempuan,Kendari
ST00925,Stasiun Batam,Cilegon
ST00926,Stasiun Manado,Sukabumi
ST00927,Stasiun Bogor,Batam
ST00928,Stasiun Tasikmalaya,Medan
ST00929,Stasiun Mataram,Pangkalpinang
ST00930,Stasiun Pasuruan,Tomohon
ST00931,Stasiun Kota Administrasi Jakarta Barat,Gorontalo
ST00932,Stasiun Mojokerto,Kotamobagu
ST00933,Stasiun Solok,Sorong
ST00934,Stasiun Magelang,Jambi
ST00935,Stasiun Manado,Kota Administrasi Jakarta Timur
ST00936,Stasiun Pekalongan,Tanjungpinang
ST00937,Stasiun Madiun,Palopo
ST00938,Stasiun Malang,Solok
ST00939,Stasiun Bandung,Bandung
ST00940,Stasiun Mataram,Padang Sidempuan
ST00941,Stasiun Tomohon,Kediri
ST00942,Stasiun Cirebon,Sibolga
ST00943,Stasiun Tebingtinggi,Tanjungbalai
ST00944,Stasiun Metro,Sungai Penuh
ST00945,Stasiun Jambi,Serang
ST00946,Stasiun Batam,Kota Administrasi Jakarta Barat
ST00947,Stasiun Jayapura,Palangkaraya
ST00948,Stasiun Sibolga,Palembang
ST00949,Stasiun Sukabumi,Mojokerto
ST00950,Stasiun Singkawang,Prabumulih
ST00951,Stasiun Sukabumi,Purwokerto
ST00952,Stasiun Tangerang,Padang Sidempuan
ST00953,Stasiun Sungai Penuh,Kota Administrasi Jakarta Timur
ST00954,Stasiun Banjarmasin,Makassar
ST00955,Stasiun Pasuruan,Kota Administrasi Jakarta Selatan
ST00956,Stasiun Palopo,Blitar
ST00957,Stasiun Subulussalam,Tomohon
ST00958,Stasiun Cirebon,Bitung
ST00959,Stasiun Surakarta,Depok
ST00960,Stasiun Makassar,Lhokseumawe
ST00961,Stasiun Palembang,Kota Administrasi Jakarta Selatan
ST00962,Stasiun Padang Sidempuan,Prabumulih
ST00963,Stasiun Metro,Pangkalpinang
ST00964,Stasiun Serang,Pekalongan
ST00965,Stasiun Tanjungbalai,Banjarmasin
ST00966,Stasiun Medan,Pontianak
ST00967,Stasiun Sabang,Mojokerto
ST00968,Stasiun Cimahi,Kota Administrasi Jakarta Barat
ST00969,Stasiun Kota Administrasi Jakarta Selatan,Batam
ST00970,Stasiun Ambon,Cirebon
ST00971,Stasiun Batu,Salatiga
ST00972,Stasiun Batu,Bandar Lampung
ST00973,Stasiun Bukittinggi,Palu
ST00974,Stasiun Ternate,Cirebon
ST00975,Stasiun Kota Administrasi Jakarta Barat,Bukittinggi
ST00976,Stasiun Jayapura,Balikpapan
ST00977,Stasiun Gorontalo,Probolinggo
ST00978,Stasiun Cilegon,Bontang
ST00979,Stasiun Balikpapan,Meulaboh
ST00980,Stasiun Blitar,Bengkulu
ST00981,Stasiun Langsa,Banjar
ST00982,Stasiun Padang,Semarang
ST00983,Stasiun Kota Administrasi Jakarta Pusat,Tanjungbalai
ST00984,Stasiun Sibolga,Subulussalam
ST00985,Stasiun Semarang,Ternate
ST00986,Stasiun Pangkalpinang,Sawahlunto
ST00987,Stasiun Kota Administrasi Jakarta Timur,Banjar
ST00988,Stasiun Banda Aceh,Yogyakarta
ST00989,Stasiun Tebingtinggi,Palu
ST00990,Stasiun Tangerang Selatan,Cilegon
ST00991,Stasiun Jambi,Tanjungpinang
ST00992,Stasiun Kupang,Jayapura
ST00993,Stasiun Kota Administrasi Jakarta Timur,Batu
ST00994,Stasiun Meulaboh,Tomohon
ST00995,Stasiun Prabumulih,Padangpanjang
ST00996,Stasiun Dumai,Sukabumi
ST00997,Stasiun Padang Sidempuan,Solok
ST00998,Stasiun Bitung,Kota Administrasi Jakarta Selatan
ST00999,Stasiun Tual,Palopo
ST01000,Stasiun Meulaboh,Yogyakarta
ST01001,Stasiun Makassar,Kendari
ST01002,Stasiun Surakarta,Kota Administrasi Jakarta Timur
ST01003,Stasiun Jambi,Kediri
ST01004,Stasiun Metro,Padangpanjang
ST01005,Stasiun Medan,Jayapura
ST01006,Stasiun Surabaya,Serang
ST01007,Stasiun Jambi,Tarakan
ST01008,Stasiun Singkawang,Magelang
ST01009,Stasiun Yogyakarta,Kota Administrasi Jakarta Pusat
ST01010,Stasiun Bontang,Bontang
ST01011,Stasiun Manado,Padang Sidempuan
ST01012,Stasiun Dumai,Sukabumi
ST01013,Stasiun Yogyakarta,Tebingtinggi
ST01014,Stasiun Kota Administrasi Jakarta Barat,Sorong
ST01015,Stasiun Tanjungpinang,Kediri
ST01016,Stasiun Kupang,Bandar Lampung
ST01017,Stasiun Bogor,Tarakan
ST01018,Stasiun Tarakan,Yogyakarta
ST01019,Stasiun Sabang,Sawahlunto
ST01020,Stasiun Bima,Pariaman
ST01021,Stasiun Lubuklinggau,Bandar Lampung
ST01022,Stasiun Pariaman,Subulussalam
ST01023,Stasiun Yogyakarta,Pematangsiantar
ST01024,Stasiun Banjarmasin,Balikpapan
ST01025,Stasiun Jambi,Bekasi
ST01026,Stasiun Banjarmasin,Banjarbaru
ST01027,Stasiun Sabang,Binjai
ST01028,Stasiun Dumai,Pekanbaru
ST01029,Stasiun Magelang,Kupang
ST01030,Stasiun Pangkalpinang,Pagaralam
ST01031,Stasiun Kotamobagu,Bau-Bau
ST01032,Stasiun Cirebon,Bogor
ST01033,Stasiun Tangerang,Medan
ST01034,Stasiun Pekanbaru,Banjarbaru
ST01035,Stasiun Sawahlunto,Lubuklinggau
ST01036,Stasiun Cilegon,Tarakan
ST01037,Stasiun Mataram,Bogor
ST01038,Stasiun Parepare,Tanjungpinang
ST01039,Stasiun Pontianak,Magelang
ST01040,Stasiun Kota Administrasi Jakarta Pusat,Jambi
ST01041,Stasiun Kota Administrasi Jakarta Selatan,Kupang
ST01042,Stasiun Padang,Lhokseumawe
ST01043,Stasiun Denpasar,Pekanbaru
ST01044,Stasiun Bukittinggi,Bandar Lampung
ST01045,Stasiun Balikpapan,Tidore Kepulauan
ST01046,Stasiun Jayapura,Banjar
ST01047,Stasiun Palangkaraya,Sibolga
ST01048,Stasiun Tegal,Ternate
ST01049,Stasiun Palu,Kota Administrasi Jakarta Pusat
ST01050,Stasiun Balikpapan,Kota Administrasi Jakarta Timur
ST01051,Stasiun Singkawang,Malang
ST01052,Stasiun Pekalongan,Medan
ST01053,Stasiun Cirebon,Jayapura
ST01054,Stasiun Payakumbuh,Batu
ST01055,Stasiun Bitung,Tomohon
ST01056,Stasiun Kota Administrasi Jakarta Pusat,Tangerang Selatan
ST01057,Stasiun Mataram,Surabaya
ST01058,Stasiun Palembang,Salatiga
ST01059,Stasiun Madiun,Pangkalpinang
ST01060,Stasiun Tasikmalaya,Surabaya
ST01061,Stasiun Payakumbuh,Purwokerto
ST01062,Stasiun Meulaboh,Sukabumi
ST01063,Stasiun Pematangsiantar,Pagaralam
ST01064,Stasiun Tebingtinggi,Meulaboh
ST01065,Stasiun Tarakan,Mojokerto
ST01066,Stasiun Kota Administrasi Jakarta Selatan,Subulussalam
ST01067,Stasiun Surabaya,Samarinda
ST01068,Stasiun Pangkalpinang,Tanjungpinang
ST01069,Stasiun Salatiga,Bukittinggi
ST01070,Stasiun Lhokseumawe,Tebingtinggi
ST01071,Stasiun Magelang,Kota Administrasi Jakarta Timur
ST01072,Stasiun Kendari,Bekasi
ST01073,Stasiun Palembang,Balikpapan
ST01074,Stasiun Tidore Kepulauan,Pagaralam
ST01075,Stasiun Bengkulu,Sabang
ST01076,Stasiun Langsa,Padangpanjang
ST01077,Stasiun Subulussalam,Payakumbuh
ST01078,Stasiun Tangerang Selatan,Pematangsiantar
ST01079,Stasiun Payakumbuh,Jambi
ST01080,Stasiun Dumai,Bukittinggi
ST01081,Stasiun Tual,Lhokseumawe
ST01082,Stasiun Tanjungbalai,Manado
ST01083,Stasiun Manado,Sabang
ST01084,Stasiun Kota Administrasi Jakarta Barat,Madiun
ST01085,Stasiun Sibolga,Jambi
ST01086,Stasiun Tegal,Batu
ST01087,Stasiun Manado,Batam
ST01088,Stasiun Tebingtinggi,Surabaya
ST01089,Stasiun Makassar,Palopo
ST01090,Stasiun Kendari,Sibolga
ST01091,Stasiun Sorong,Blitar
ST01092,Stasiun Semarang,Tanjungbalai
ST01093,Stasiun Bima,Mataram
ST01094,Stasiun Denpasar,Sungai Penuh
ST01095,Stasiun Langsa,Madiun
ST01096,Stasiun Ternate,Ambon
ST01097,Stasiun Salatiga,Padang
ST01098,Stasiun Bitung,Ambon
ST01099,Stasiun Banda Aceh,Langsa
ST01100,Stasiun Cilegon,Langsa
ST01101,Stasiun Bitung,Banjar
ST01102,Stasiun Madiun,Bekasi
ST01103,Stasiun Subulussalam,Depok
ST01104,Stasiun Padang,Malang
ST01105,Stasiun Pariaman,Banjarmasin
ST01106,Stasiun Pangkalpinang,Banjarmasin
ST01107,Stasiun Sorong,Bima
ST01108,Stasiun Tomohon,Bekasi
ST01109,Stasiun Subulussalam,Tanjungbalai
ST01110,Stasiun Batu,Banjarmasin
ST01111,Stasiun Padangpanjang,Palangkaraya
ST01112,Stasiun Palangkaraya,Bukittinggi
ST01113,Stasiun Solok,Tual
ST01114,Stasiun Sawahlunto,Tasikmalaya
ST01115,Stasiun Pagaralam,Mojokerto
ST01116,Stasiun Madiun,Magelang
ST01117,Stasiun Tomohon,Denpasar
ST01118,Stasiun Tanjungbalai,Surakarta
ST01119,Stasiun Sibolga,Bima
ST01120,Stasiun Subulussalam,Makassar
ST01121,Stasiun Sorong,Kota Administrasi Jakarta Pusat
ST01122,Stasiun Jayapura,Metro
ST01123,Stasiun Jayapura,Bandar Lampung
ST01124,Stasiun Ambon,Lhokseumawe
ST01125,Stasiun Sungai Penuh,Banjar
ST01126,Stasiun Dumai,Ambon
ST01127,Stasiun Pekanbaru,Batam
ST01128,Stasiun Kupang,Dumai
ST01129,Stasiun Payakumbuh,Probolinggo
ST01130,Stasiun Kota Administrasi Jakarta Selatan,Batam
ST01131,Stasiun Binjai,Pariaman
ST01132,Stasiun Metro,Bontang
ST01133,Stasiun Payakumbuh,Blitar
ST01134,Stasiun Tegal,Dumai
ST01135,Stasiun Balikpapan,Tomohon
ST01136,Stasiun Surabaya,Cilegon
ST01137,Stasiun Magelang,Bogor
ST01138,Stasiun Sibolga,Tanjungpinang
ST01139,Stasiun Pekalongan,Sawahlunto
ST01140,Stasiun Binjai,Binjai
ST01141,Stasiun Magelang,Balikpapan
ST01142,Stasiun Denpasar,Tangerang
ST01143,Stasiun Bukittinggi,Mojokerto
ST01144,Stasiun Tanjungpinang,Lubuklinggau
ST01145,Stasiun Pasuruan,Cirebon
ST01146,Stasiun Serang,Palopo
ST01147,Stasiun Cimahi,Tegal
ST01148,Stasiun Banjarbaru,Magelang
ST01149,Stasiun Ambon,Kota Administrasi Jakarta Utara
ST01150,Stasiun Metro,Samarinda
ST01151,Stasiun Kota Administrasi Jakarta Utara,Jambi
ST01152,Stasiun Mojokerto,Medan
ST01153,Stasiun Tangerang Selatan,Banda Aceh
ST01154,Stasiun Tebingtinggi,Kota Administrasi Jakarta Barat
ST01155,Stasiun Lubuklinggau,Padangpanjang
ST01156,Stasiun Meulaboh,Kediri
ST01157,Stasiun Denpasar,Kediri
ST01158,Stasiun Kota Administrasi Jakarta Utara,Kendari
ST01159,Stasiun Tanjungbalai,Parepare
ST01160,Stasiun Lhokseumawe,Pasuruan
ST01161,Stasiun Tegal,Malang
ST01162,Stasiun Ternate,Sibolga
ST01163,Stasiun Kotamobagu,Kupang
ST01164,Stasiun Tomohon,Bitung
ST01165,Stasiun Bau-Bau,Pontianak
